PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;SOORT INSTELLING;BRIN NUMMER ACTUEEL;INSTELLINGSNAAM ACTUEEL;CROHO ONDERDEEL;CROHO SUBONDERDEEL;OPLEIDINGSCODE ACTUEEL;OPLEIDINGSNAAM ACTUEEL;OPLEIDINGSVORM;OPLEIDINGSFASE ACTUEEL;2011 MAN;2011 VROUW;2012 MAN;2012 VROUW;2013 MAN;2013 VROUW;2014 MAN;2014 VROUW;2015 MAN;2015 VROUW
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);56950;B Bewegingswetenschappen;voltijd onderwijs;bachelor;387;345;334;288;341;280;301;269;286;274
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);56990;B Biomedische Wetenschappen;voltijd onderwijs;bachelor;216;341;180;297;174;286;156;250;140;222
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);60368;M Lifestyle and Chronic Disorders (research);voltijd onderwijs;master;3;24;4;22;3;10;0;2;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);60811;M Oncology;voltijd onderwijs;master;30;52;31;43;23;43;24;44;22;46
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);60812;M Human Movement Sciences: Sport, Exercise and Health (research);voltijd onderwijs;master;13;15;15;22;14;35;15;29;14;20
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);66551;M Geneeskunde;voltijd onderwijs;master;360;693;354;743;345;725;349;733;398;737
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);66560;M Tandheelkunde;voltijd onderwijs;master;21;35;1;0;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);66586;M Cardiovascular Research (research);voltijd onderwijs;master;2;10;3;13;8;23;6;21;4;27
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);66588;M Tandheelkunde;voltijd onderwijs;master;38;61;59;99;71;111;76;127;77;124
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);66851;M Health Sciences;voltijd onderwijs;master;21;180;25;190;29;217;33;179;24;186
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);66903;M Global Health (research);voltijd onderwijs;master;0;0;0;13;2;30;5;35;5;40
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);66950;M Human Movement Sciences: Sport, Exercise and Health;voltijd onderwijs;master;67;97;114;115;114;111;119;115;110;120
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);66990;M Biomedical Sciences;voltijd onderwijs;master;22;78;40;90;44;95;42;111;39;90
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);69317;M Musculoskeletal Physiotherapy Sciences;voltijd onderwijs;master;0;0;0;0;0;0;0;0;5;6
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);50426;B Computer Science;voltijd onderwijs;bachelor;0;0;0;0;148;22;185;19;164;23
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);50668;B Aarde en Economie;voltijd onderwijs;bachelor;121;54;140;52;132;55;144;60;151;60
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);50670;B Science, Business & Innovation;voltijd onderwijs;bachelor;169;42;187;54;204;52;225;70;229;75
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);50800;B Medische Natuurwetenschappen;voltijd onderwijs;bachelor;65;57;57;65;71;83;81;94;92;97
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);56856;B Business Analytics;deeltijd onderwijs;bachelor;2;0;0;1;1;0;4;1;6;1
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);56856;B Business Analytics;duaal onderwijs;bachelor;2;0;1;1;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);56856;B Business Analytics;voltijd onderwijs;bachelor;74;41;78;32;105;40;139;52;178;61
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);56857;B Scheikunde;voltijd onderwijs;bachelor;50;21;48;24;52;20;36;11;37;12
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);56860;B Biologie;voltijd onderwijs;bachelor;75;54;66;45;54;33;52;23;51;105
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);56869;B Informatie, Multimedia en Management;voltijd onderwijs;bachelor;111;15;107;19;130;20;166;32;164;39
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);56978;B Informatica;voltijd onderwijs;bachelor;140;19;126;11;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);56980;B Wiskunde;deeltijd onderwijs;bachelor;9;3;8;3;8;2;7;6;9;6
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);56980;B Wiskunde;voltijd onderwijs;bachelor;47;29;33;28;42;31;43;25;36;27
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);56983;B Lifestyle Informatics;voltijd onderwijs;bachelor;71;23;65;38;75;55;83;66;75;52
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);56984;B Natuur- en Sterrenkunde;voltijd onderwijs;bachelor;57;14;60;12;65;11;53;8;41;7
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);56986;B Aardwetenschappen;voltijd onderwijs;bachelor;135;66;134;67;138;61;148;75;149;83
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);56989;B Farmaceutische Wetenschappen;voltijd onderwijs;bachelor;65;108;76;114;91;123;108;133;125;130
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);60106;M Bioinformatics;voltijd onderwijs;master;23;12;26;13;39;18;42;22;43;22
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);60202;M Physics;voltijd onderwijs;master;16;3;27;9;36;21;47;23;47;15
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);60255;M Information Sciences;voltijd onderwijs;master;57;9;47;10;54;12;51;8;65;12
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);60300;M Computer Science;voltijd onderwijs;master;120;20;119;24;125;27;119;22;120;18
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);60607;M Ecology;voltijd onderwijs;master;18;27;22;28;21;32;28;24;22;16
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);60616;M Biomolecular Sciences;voltijd onderwijs;master;52;64;50;77;62;78;66;64;52;56
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);60800;M Medical Natural Sciences;voltijd onderwijs;master;12;11;20;16;21;19;23;19;19;26
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);60801;M Stochastics and Financial Mathematics;voltijd onderwijs;master;11;3;6;0;12;1;11;0;10;1
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);60802;M Parallel and Distributed Computer Systems;voltijd onderwijs;master;25;3;25;4;23;9;22;7;14;4
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);60803;M Management, Policy Analysis and Entrepreneurship in the Health and Life Sciences;voltijd onderwijs;master;73;138;64;130;77;154;83;189;79;201
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);60806;M Neurosciences (research);voltijd onderwijs;master;42;62;43;62;43;63;32;67;28;66
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);60807;M Hydrology;voltijd onderwijs;master;26;26;32;17;37;24;28;26;25;20
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);65000;M Geosciences of Basins and Lithosphere (research) (joint degree);voltijd onderwijs;master;4;3;3;1;2;1;0;1;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);66856;M Business Analytics;deeltijd onderwijs;master;4;1;2;0;6;0;4;0;3;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);66856;M Business Analytics;duaal onderwijs;master;4;6;6;4;11;2;17;8;17;10
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);66856;M Business Analytics;voltijd onderwijs;master;42;18;40;16;30;22;36;21;40;18
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);66857;M Chemistry;voltijd onderwijs;master;67;29;59;34;67;39;69;44;73;41
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);66860;M Biology;voltijd onderwijs;master;9;13;5;13;6;17;5;14;3;6
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);66980;M Mathematics;deeltijd onderwijs;master;1;2;0;1;0;1;0;0;2;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);66980;M Mathematics;voltijd onderwijs;master;23;4;20;6;20;9;13;8;14;6
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);66981;M Artificial Intelligence;voltijd onderwijs;master;49;9;39;15;48;18;51;15;51;26
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);66986;M Earth Sciences;voltijd onderwijs;master;45;34;51;47;71;49;73;47;82;39
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;natuur;n.v.t. (natuur);66989;M Drug Discovery and Safety;voltijd onderwijs;master;28;26;23;31;33;55;30;52;33;44
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68017;M Leraar voortgezet onderwijs van de eerste graad in het vak Godsdienst en Levensbeschouwelijke Vorming;voltijd onderwijs;master;1;1;0;0;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68500;M Leraar Voorbereidend Hoger Onderwijs in Aardrijkskunde;deeltijd onderwijs;master;2;0;1;0;5;3;4;2;1;5
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68500;M Leraar Voorbereidend Hoger Onderwijs in Aardrijkskunde;voltijd onderwijs;master;7;4;6;8;6;4;6;4;5;3
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68501;M Leraar Voorbereidend Hoger Onderwijs in Algemene Economie;deeltijd onderwijs;master;4;1;4;1;3;0;4;1;5;1
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68501;M Leraar Voorbereidend Hoger Onderwijs in Algemene Economie;voltijd onderwijs;master;1;2;5;2;8;2;4;4;3;5
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68502;M Leraar Voorbereidend Hoger Onderwijs in Biologie;deeltijd onderwijs;master;2;3;1;1;2;1;0;1;0;2
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68502;M Leraar Voorbereidend Hoger Onderwijs in Biologie;voltijd onderwijs;master;0;6;2;2;3;1;4;4;3;3
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68503;M Leraar Voorbereidend Hoger Onderwijs in Duits;deeltijd onderwijs;master;0;1;0;0;1;2;1;3;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68503;M Leraar Voorbereidend Hoger Onderwijs in Duits;voltijd onderwijs;master;1;2;0;2;0;1;0;2;1;3
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68504;M Leraar Voorbereidend Hoger Onderwijs in Engels;deeltijd onderwijs;master;2;8;1;4;1;2;1;2;2;4
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68504;M Leraar Voorbereidend Hoger Onderwijs in Engels;voltijd onderwijs;master;3;2;1;6;1;8;2;8;3;8
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68506;M Leraar Voorbereidend Hoger Onderwijs in Geschiedenis en Staatsinrichting;deeltijd onderwijs;master;0;3;2;2;1;1;0;1;1;1
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68506;M Leraar Voorbereidend Hoger Onderwijs in Geschiedenis en Staatsinrichting;voltijd onderwijs;master;14;6;8;8;13;5;11;4;10;4
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68507;M Leraar Voorbereidend Hoger Onderwijs in Godsdienst en Levensbeschouwing;deeltijd onderwijs;master;0;0;0;2;0;0;2;1;1;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68507;M Leraar Voorbereidend Hoger Onderwijs in Godsdienst en Levensbeschouwing;voltijd onderwijs;master;1;4;4;4;4;0;4;1;5;2
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68509;M Leraar Voorbereidend Hoger Onderwijs in Maatschappijleer en Maatschappijwetenschappen;deeltijd onderwijs;master;0;2;1;1;1;0;1;1;1;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68509;M Leraar Voorbereidend Hoger Onderwijs in Maatschappijleer en Maatschappijwetenschappen;voltijd onderwijs;master;8;12;8;11;6;12;3;8;5;7
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68511;M Leraar Voorbereidend Hoger Onderwijs in Natuurkunde;deeltijd onderwijs;master;0;1;0;1;0;0;2;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68511;M Leraar Voorbereidend Hoger Onderwijs in Natuurkunde;voltijd onderwijs;master;0;1;1;1;2;2;1;2;1;3
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68512;M Leraar Voorbereidend Hoger Onderwijs in Nederlands;deeltijd onderwijs;master;1;4;2;5;3;4;2;6;1;3
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68512;M Leraar Voorbereidend Hoger Onderwijs in Nederlands;voltijd onderwijs;master;4;6;3;13;4;8;2;8;3;8
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68513;M Leraar Voorbereidend Hoger Onderwijs in Scheikunde;deeltijd onderwijs;master;3;0;3;1;0;0;1;0;1;1
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68513;M Leraar Voorbereidend Hoger Onderwijs in Scheikunde;voltijd onderwijs;master;2;5;2;0;1;0;2;2;0;1
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68516;M Leraar Voorbereidend Hoger Onderwijs in Wiskunde;deeltijd onderwijs;master;2;1;1;2;1;1;0;1;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68516;M Leraar Voorbereidend Hoger Onderwijs in Wiskunde;voltijd onderwijs;master;5;3;3;2;2;1;2;2;2;2
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68517;M Leraar Voorbereidend Hoger Onderwijs in Frans;deeltijd onderwijs;master;0;2;1;0;1;0;1;3;0;2
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68517;M Leraar Voorbereidend Hoger Onderwijs in Frans;voltijd onderwijs;master;2;0;1;9;1;4;0;5;0;1
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68518;M Leraar Voorbereidend Hoger Onderwijs in Management en Organisatie;deeltijd onderwijs;master;5;3;4;2;3;3;4;1;3;5
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68518;M Leraar Voorbereidend Hoger Onderwijs in Management en Organisatie;voltijd onderwijs;master;6;6;9;3;12;2;10;1;12;3
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68519;M Leraar Voorbereidend Hoger Onderwijs in Griekse en Latijnse Taal en Cultuur;deeltijd onderwijs;master;2;0;2;1;2;0;0;1;0;1
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68519;M Leraar Voorbereidend Hoger Onderwijs in Griekse en Latijnse Taal en Cultuur;voltijd onderwijs;master;2;6;2;2;4;5;2;4;1;5
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68520;M Leraar Voorbereidend Hoger Onderwijs in Latijnse Taal en Cultuur;deeltijd onderwijs;master;0;0;0;1;0;1;0;1;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;onderwijs;universitaire lerarenopleidingen;68520;M Leraar Voorbereidend Hoger Onderwijs in Latijnse Taal en Cultuur;voltijd onderwijs;master;0;1;1;0;1;0;0;1;1;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;recht;n.v.t. (recht);50700;B Rechtsgeleerdheid;deeltijd onderwijs;bachelor;67;111;44;78;35;77;30;61;22;38
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;recht;n.v.t. (recht);50700;B Rechtsgeleerdheid;voltijd onderwijs;bachelor;602;1004;545;887;494;825;459;783;421;698
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;recht;n.v.t. (recht);56828;B Notarieel Recht;deeltijd onderwijs;bachelor;2;10;1;5;2;6;2;4;0;2
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;recht;n.v.t. (recht);56828;B Notarieel Recht;voltijd onderwijs;bachelor;33;81;33;64;29;70;26;82;30;79
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;recht;n.v.t. (recht);60072;M International Business Law;voltijd onderwijs;master;8;13;4;19;5;13;9;21;13;29
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;recht;n.v.t. (recht);60084;M Rechtsgeleerdheid;deeltijd onderwijs;master;16;34;13;22;12;24;11;24;14;36
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;recht;n.v.t. (recht);60084;M Rechtsgeleerdheid;voltijd onderwijs;master;199;352;186;381;196;431;187;450;193;483
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;recht;n.v.t. (recht);60408;M Ondernemingsrecht;voltijd onderwijs;master;17;19;22;15;24;18;20;19;32;41
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;recht;n.v.t. (recht);60685;M Law and Politics of International Security;voltijd onderwijs;master;0;0;12;29;17;29;10;25;12;32
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;recht;n.v.t. (recht);66724;M International Crimes and Criminology;voltijd onderwijs;master;8;32;3;29;4;33;9;30;8;34
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;recht;n.v.t. (recht);66827;M Fiscaal Recht;deeltijd onderwijs;master;0;0;1;0;2;1;3;1;5;2
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;recht;n.v.t. (recht);66827;M Fiscaal Recht;voltijd onderwijs;master;0;0;37;27;74;42;89;41;85;41
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;recht;n.v.t. (recht);66828;M Notarieel Recht;deeltijd onderwijs;master;2;8;1;6;1;5;1;7;1;5
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;recht;n.v.t. (recht);66828;M Notarieel Recht;voltijd onderwijs;master;10;27;7;31;4;22;10;19;13;23
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;sectoroverstijgend;sectoroverstijgend;50393;B Liberal Arts and Sciences;voltijd onderwijs;bachelor;89;149;0;0;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;sectoroverstijgend;sectoroverstijgend;55002;B Liberal Arts and Sciences (joint degree);voltijd onderwijs;bachelor;0;0;115;193;113;210;123;231;130;218
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);50902;B Religiewetenschappen;deeltijd onderwijs;bachelor;0;0;0;0;0;0;4;8;8;11
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);50902;B Religiewetenschappen;voltijd onderwijs;bachelor;0;0;0;0;0;0;18;39;16;28
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);55004;B Theologie (joint degree);deeltijd onderwijs;bachelor;0;0;3;2;3;4;9;2;14;4
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);55004;B Theologie (joint degree);voltijd onderwijs;bachelor;0;0;15;4;28;14;36;14;26;18
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);55822;B Media, Kunst, Design en Architectuur;voltijd onderwijs;bachelor;0;0;0;0;14;60;23;86;20;97
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);55823;B Literatuur en Samenleving;voltijd onderwijs;bachelor;0;0;0;0;5;11;5;25;7;31
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56003;B Griekse en Latijnse Taal en Cultuur;deeltijd onderwijs;bachelor;0;1;0;1;0;1;1;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56003;B Griekse en Latijnse Taal en Cultuur;voltijd onderwijs;bachelor;7;16;4;8;4;8;5;8;4;9
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56034;B Geschiedenis;deeltijd onderwijs;bachelor;8;5;3;2;3;0;3;0;2;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56034;B Geschiedenis;voltijd onderwijs;bachelor;132;66;104;59;92;49;87;47;61;36
